"ZEIT[H]" "K1186" "K1168" "K1115" "K1014" "K1000" "K1174" "K1170" "K1141" "K1106" "K1182" "K1156" "K1173" "K 586" "K 585" "K 460" "K 459"
 41426.729 138.510 137.587 135.466 133.554 133.434 137.873 137.649 136.489 135.226 138.262 137.088 137.759 143.138 137.787 137.241 135.667
 41426.750 138.546 137.621 135.489 133.545 133.423 137.908 137.682 136.529 135.243 138.294 137.126 137.793 143.138 137.787 137.241 135.688
 41426.771 138.576 137.650 135.514 133.552 133.430 137.938 137.711 136.568 135.263 138.321 137.158 137.821 143.138 137.787 137.241 135.710
 41426.792 138.605 137.677 135.542 133.561 133.437 137.966 137.738 136.605 135.284 138.347 137.187 137.848 143.138 137.787 137.241 135.735
 41426.812 138.633 137.703 135.573 133.569 133.443 137.994 137.764 136.641 135.305 138.372 137.215 137.874 143.138 137.787 137.241 135.760
 41426.833 138.661 137.728 135.605 133.578 133.450 138.020 137.789 136.674 135.327 138.398 137.240 137.899 143.138 137.787 137.241 135.786
 41426.854 138.688 137.752 135.640 133.587 133.457 138.046 137.812 136.702 135.352 138.423 137.264 137.923 143.138 137.787 137.241 135.814
 41426.875 138.716 137.774 135.676 133.592 133.458 138.071 137.835 136.729 135.378 138.449 137.287 137.947 143.138 137.787 137.241 135.844
 41426.896 138.745 137.797 135.712 133.592 133.455 138.098 137.858 136.754 135.405 138.475 137.309 137.971 143.138 137.787 137.241 135.875
 41426.917 138.775 137.820 135.748 133.592 133.452 138.125 137.882 136.776 135.432 138.503 137.330 137.997 143.138 137.787 137.241 135.907
 41426.937 138.805 137.844 135.780 133.592 133.448 138.154 137.907 136.797 135.460 138.532 137.352 138.024 143.138 137.787 137.241 135.939
 41426.958 138.836 137.871 135.805 133.592 133.445 138.185 137.935 136.819 135.489 138.562 137.376 138.053 143.138 137.787 137.241 135.968
 41426.979 138.869 137.900 135.827 133.592 133.442 138.218 137.965 136.844 135.517 138.595 137.403 138.085 143.138 137.787 137.241 135.992
 41427.000 138.900 137.929 135.849 133.597 133.445 138.251 137.995 136.874 135.544 138.626 137.433 138.116 143.138 137.787 137.241 136.016
 41427.021 138.929 137.957 135.870 133.607 133.455 138.281 138.024 136.904 135.566 138.654 137.461 138.145 143.138 137.787 137.241 136.038
 41427.042 138.958 137.984 135.892 133.618 133.465 138.310 138.051 136.934 135.590 138.682 137.489 138.174 143.138 137.787 137.241 136.061
 41427.062 138.986 138.011 135.913 133.629 133.475 138.339 138.079 136.964 135.616 138.709 137.517 138.202 143.138 137.787 137.241 136.085
 41427.083 139.015 138.037 135.934 133.640 133.485 138.368 138.106 136.993 135.639 138.736 137.545 138.230 143.138 137.787 137.241 136.108
 41427.104 139.043 138.064 135.954 133.651 133.495 138.397 138.133 137.022 135.659 138.764 137.573 138.258 143.138 137.787 137.241 136.129
 41427.125 139.044 138.071 135.967 133.653 133.493 138.402 138.140 137.037 135.673 138.768 137.584 138.265 143.138 137.787 137.241 136.146
 41427.146 139.007 138.047 135.961 133.642 133.480 138.373 138.115 137.023 135.668 138.737 137.565 138.238 143.138 137.787 137.241 136.150
 41427.167 138.956 138.006 135.937 133.628 133.467 138.327 138.073 136.985 135.643 138.692 137.526 138.194 143.139 137.787 137.241 136.131
 41427.187 138.899 137.957 135.904 133.612 133.453 138.272 138.022 136.935 135.608 138.639 137.476 138.141 143.138 137.787 137.241 136.099
 41427.208 138.840 137.902 135.864 133.596 133.440 138.213 137.966 136.878 135.565 138.582 137.421 138.083 143.138 137.787 137.241 136.059
 41427.229 138.783 137.845 135.821 133.580 133.427 138.150 137.908 136.818 135.514 138.523 137.363 138.023 143.138 137.787 137.241 136.015
 41427.250 138.729 137.795 135.773 133.567 133.419 138.093 137.856 136.768 135.458 138.468 137.313 137.968 143.138 137.787 137.241 135.967
 41427.271 138.683 137.757 135.721 133.560 133.418 138.049 137.817 136.732 135.405 138.424 137.277 137.927 143.138 137.787 137.241 135.917
 41427.292 138.642 137.725 135.667 133.554 133.416 138.013 137.784 136.698 135.363 138.387 137.246 137.893 143.138 137.787 137.241 135.867
 41427.312 138.603 137.692 135.616 133.548 133.414 137.977 137.751 136.660 135.327 138.352 137.214 137.860 143.138 137.787 137.241 135.822
 41427.333 138.563 137.658 135.570 133.542 133.413 137.940 137.717 136.618 135.296 138.316 137.179 137.825 143.138 137.787 137.241 135.783
 41427.354 138.521 137.621 135.527 133.537 133.411 137.901 137.680 136.569 135.267 138.280 137.140 137.788 143.138 137.787 137.241 135.747
 41427.375 138.480 137.584 135.489 133.535 133.413 137.862 137.644 136.518 135.239 138.243 137.100 137.751 143.138 137.787 137.241 135.714
 41427.396 138.439 137.547 135.456 133.537 133.420 137.825 137.607 136.470 135.214 138.206 137.058 137.715 143.138 137.787 137.241 135.683
 41427.417 138.396 137.507 135.427 133.540 133.427 137.785 137.567 136.426 135.189 138.167 137.013 137.676 143.138 137.787 137.241 135.656
 41427.437 138.352 137.463 135.400 133.544 133.433 137.741 137.524 136.383 135.162 138.126 136.968 137.633 143.138 137.787 137.241 135.631
 41427.458 138.304 137.417 135.375 133.547 133.440 137.694 137.478 136.341 135.134 138.081 136.922 137.588 143.138 137.787 137.241 135.606
 41427.479 138.254 137.369 135.352 133.550 133.447 137.645 137.430 136.299 135.105 138.033 136.877 137.540 143.138 137.787 137.241 135.583
 41427.500 138.229 137.339 135.334 133.557 133.457 137.615 137.400 136.268 135.082 138.006 136.846 137.509 143.138 137.787 137.241 135.561
 41427.521 138.237 137.336 135.329 133.570 133.473 137.614 137.397 136.260 135.074 138.010 136.840 137.508 143.138 137.787 137.241 135.547
 41427.542 138.255 137.349 135.336 133.584 133.487 137.629 137.411 136.270 135.083 138.026 136.851 137.522 143.138 137.787 137.241 135.546
 41427.562 138.277 137.369 135.347 133.599 133.503 137.650 137.430 136.287 135.099 138.047 136.870 137.542 143.138 137.787 137.241 135.556
 41427.583 138.301 137.391 135.361 133.614 133.517 137.673 137.453 136.308 135.118 138.069 136.891 137.564 143.138 137.787 137.241 135.569
 41427.604 138.325 137.414 135.376 133.630 133.533 137.697 137.476 136.330 135.138 138.093 136.914 137.588 143.138 137.787 137.241 135.583
 41427.625 138.345 137.435 135.389 133.635 133.535 137.717 137.497 136.350 135.156 138.112 136.935 137.609 143.138 137.787 137.241 135.597
 41427.646 138.357 137.449 135.399 133.628 133.525 137.732 137.511 136.365 135.168 138.124 136.950 137.623 143.138 137.787 137.241 135.609
 41427.667 138.367 137.460 135.404 133.619 133.515 137.742 137.522 136.375 135.174 138.134 136.960 137.633 143.138 137.787 137.241 135.617
 41427.687 138.375 137.469 135.408 133.610 133.505 137.751 137.531 136.383 135.177 138.142 136.969 137.642 143.138 137.787 137.241 135.621
 41427.708 138.383 137.477 135.410 133.602 133.495 137.759 137.539 136.389 135.179 138.150 136.976 137.650 143.138 137.787 137.241 135.624
 41427.729 138.391 137.484 135.413 133.593 133.485 137.767 137.546 136.395 135.180 138.157 136.983 137.657 143.138 137.787 137.241 135.626
 41427.750 138.405 137.496 135.417 133.586 133.477 137.779 137.558 136.404 135.184 138.169 136.994 137.669 143.138 137.787 137.241 135.629
 41427.771 138.426 137.515 135.425 133.582 133.473 137.798 137.576 136.420 135.191 138.188 137.012 137.687 143.138 137.787 137.241 135.634
 41427.792 138.450 137.536 135.437 133.579 133.467 137.820 137.598 136.440 135.202 138.209 137.034 137.708 143.138 137.787 137.241 135.644
 41427.812 138.474 137.559 135.451 133.576 133.462 137.842 137.620 136.463 135.214 138.231 137.058 137.730 143.138 137.787 137.241 135.656
 41427.833 138.497 137.581 135.466 133.573 133.457 137.865 137.642 136.487 135.227 138.252 137.083 137.752 143.138 137.787 137.241 135.670
 41427.854 138.519 137.602 135.482 133.570 133.452 137.886 137.662 136.512 135.239 138.272 137.107 137.772 143.138 137.787 137.241 135.684
 41427.875 138.550 137.628 135.501 133.570 133.451 137.913 137.688 136.542 135.254 138.298 137.134 137.798 143.138 137.787 137.241 135.699
 41427.896 138.589 137.662 135.528 133.574 133.452 137.950 137.722 136.582 135.275 138.332 137.169 137.833 143.138 137.787 137.241 135.720
 41427.917 138.629 137.697 135.563 133.579 133.454 137.988 137.758 136.630 135.300 138.368 137.207 137.869 143.138 137.787 137.241 135.749
 41427.937 138.668 137.732 135.605 133.584 133.456 138.025 137.793 136.674 135.328 138.403 137.243 137.904 143.138 137.787 137.241 135.782
 41427.958 138.707 137.765 135.651 133.589 133.458 138.062 137.826 136.714 135.361 138.439 137.277 137.938 143.138 137.787 137.241 135.820
 41427.979 138.747 137.797 135.700 133.595 133.459 138.098 137.858 136.750 135.396 138.476 137.308 137.971 143.138 137.787 137.241 135.861
 41428.000 138.789 137.830 135.750 133.599 133.460 138.137 137.892 136.782 135.435 138.515 137.338 138.008 143.138 137.787 137.241 135.905
 41428.021 138.834 137.867 135.795 133.604 133.460 138.181 137.931 136.814 135.478 138.559 137.372 138.049 143.138 137.787 137.241 135.951
 41428.042 138.882 137.909 135.831 133.608 133.460 138.229 137.975 136.851 135.521 138.606 137.411 138.095 143.138 137.787 137.241 135.992
 41428.062 138.936 137.957 135.865 133.612 133.460 138.282 138.024 136.898 135.560 138.657 137.458 138.146 143.138 137.787 137.241 136.028
 41428.083 138.994 138.009 135.902 133.616 133.460 138.340 138.078 136.953 135.601 138.712 137.511 138.202 143.138 137.787 137.241 136.066
 41428.104 139.054 138.064 135.941 133.620 133.460 138.400 138.134 137.011 135.643 138.769 137.567 138.260 143.138 137.787 137.241 136.109
 41428.125 139.086 138.100 135.972 133.621 133.457 138.437 138.170 137.056 135.675 138.803 137.607 138.297 143.138 137.787 137.241 136.147
 41428.146 139.080 138.104 135.984 133.618 133.450 138.439 138.174 137.071 135.690 138.802 137.617 138.300 143.138 137.787 137.241 136.169
 41428.167 139.061 138.092 135.981 133.612 133.443 138.424 138.161 137.063 135.687 138.787 137.607 138.286 143.138 137.787 137.241 136.171
 41428.187 139.037 138.072 135.970 133.604 133.437 138.401 138.140 137.044 135.674 138.765 137.588 138.264 143.138 137.787 137.241 136.160
 41428.208 139.009 138.047 135.953 133.597 133.430 138.374 138.116 137.020 135.656 138.739 137.564 138.239 143.138 137.787 137.241 136.142
 41428.229 138.980 138.021 135.934 133.589 133.423 138.345 138.088 136.992 135.636 138.711 137.537 138.211 143.138 137.787 137.241 136.123
 41428.250 138.955 137.997 135.916 133.586 133.424 138.320 138.064 136.965 135.619 138.687 137.512 138.185 143.138 137.787 137.241 136.103
 41428.271 138.937 137.979 135.902 133.591 133.432 138.300 138.045 136.944 135.603 138.668 137.492 138.166 143.138 137.787 137.241 136.086
 41428.292 138.921 137.963 135.891 133.597 133.441 138.283 138.030 136.927 135.591 138.653 137.476 138.150 143.138 137.787 137.241 136.073
 41428.312 138.906 137.950 135.881 133.603 133.449 138.268 138.015 136.912 135.580 138.639 137.461 138.135 143.138 137.787 137.241 136.061
 41428.333 138.892 137.936 135.871 133.610 133.458 138.254 138.002 136.897 135.569 138.625 137.448 138.121 143.138 137.787 137.241 136.051
 41428.354 138.878 137.923 135.862 133.616 133.466 138.240 137.988 136.883 135.559 138.612 137.434 138.108 143.138 137.787 137.241 136.040
 41428.375 138.858 137.905 135.853 133.617 133.467 138.220 137.970 136.867 135.550 138.592 137.417 138.089 143.138 137.787 137.241 136.030
 41428.396 138.829 137.880 135.838 133.612 133.462 138.191 137.944 136.843 135.536 138.564 137.392 138.061 143.138 137.787 137.241 136.019
 41428.417 138.797 137.850 135.818 133.605 133.458 138.158 137.913 136.814 135.512 138.532 137.363 138.029 143.138 137.787 137.241 136.000
 41428.437 138.765 137.821 135.793 133.598 133.452 138.125 137.883 136.787 135.481 138.501 137.335 137.997 143.139 137.787 137.241 135.975
 41428.458 138.736 137.796 135.766 133.591 133.448 138.096 137.857 136.766 135.449 138.472 137.312 137.970 143.138 137.787 137.241 135.948
 41428.479 138.709 137.775 135.737 133.583 133.443 138.070 137.835 136.747 135.420 138.446 137.293 137.946 143.138 137.787 137.241 135.919
 41428.500 138.689 137.759 135.706 133.580 133.443 138.052 137.819 136.730 135.395 138.428 137.278 137.930 143.138 137.787 137.241 135.890
 41428.521 138.677 137.749 135.681 133.582 133.448 138.041 137.809 136.716 135.377 138.416 137.267 137.919 143.138 137.787 137.241 135.866
 41428.542 138.665 137.740 135.665 133.585 133.452 138.030 137.799 136.705 135.366 138.405 137.258 137.909 143.138 137.787 137.241 135.849
 41428.562 138.654 137.730 135.652 133.589 133.458 138.020 137.790 136.695 135.357 138.395 137.249 137.900 143.138 137.787 137.241 135.837
 41428.583 138.643 137.721 135.640 133.592 133.462 138.010 137.781 136.685 135.349 138.385 137.240 137.890 143.138 137.787 137.241 135.827
 41428.604 138.632 137.712 135.627 133.596 133.467 138.000 137.772 136.675 135.340 138.375 137.231 137.881 143.138 137.787 137.241 135.817
 41428.625 138.628 137.708 135.618 133.599 133.472 137.996 137.768 136.668 135.334 138.372 137.226 137.877 143.138 137.787 137.241 135.807
 41428.646 138.634 137.711 135.615 133.602 133.475 138.000 137.771 136.668 135.333 138.376 137.228 137.881 143.138 137.787 137.241 135.802
 41428.667 138.640 137.716 135.620 133.605 133.478 138.005 137.776 136.673 135.337 138.381 137.233 137.886 143.138 137.787 137.241 135.804
 41428.687 138.646 137.722 135.627 133.608 133.482 138.011 137.782 136.680 135.343 138.387 137.238 137.891 143.138 137.787 137.241 135.810
 41428.708 138.653 137.727 135.636 133.612 133.485 138.017 137.787 136.686 135.349 138.393 137.244 137.897 143.138 137.787 137.241 135.817
 41428.729 138.660 137.733 135.646 133.616 133.488 138.024 137.793 136.693 135.356 138.399 137.250 137.903 143.138 137.787 137.241 135.825
 41428.750 138.664 137.737 135.655 133.634 133.510 138.028 137.797 136.699 135.363 138.403 137.254 137.907 143.138 137.787 137.241 135.832
 41428.771 138.665 137.739 135.664 133.669 133.550 138.029 137.799 136.703 135.372 138.404 137.256 137.908 143.138 137.787 137.241 135.840
 41428.792 138.667 137.740 135.677 133.709 133.590 138.031 137.800 136.707 135.384 138.406 137.259 137.910 143.138 137.787 137.241 135.849
 41428.812 138.668 137.743 135.692 133.754 133.630 138.033 137.802 136.713 135.400 138.408 137.262 137.912 143.138 137.787 137.241 135.861
 41428.833 138.670 137.745 135.712 133.800 133.670 138.035 137.805 136.720 135.418 138.409 137.266 137.914 143.138 137.787 137.241 135.875
 41428.854 138.672 137.748 135.733 133.839 133.710 138.038 137.807 136.726 135.438 138.411 137.269 137.917 143.138 137.787 137.241 135.892
 41428.875 138.672 137.749 135.751 133.862 133.732 138.039 137.809 136.731 135.456 138.412 137.272 137.918 143.138 137.787 137.241 135.909
 41428.896 138.671 137.749 135.761 133.869 133.737 138.038 137.808 136.733 135.467 138.411 137.272 137.917 143.138 137.787 137.241 135.922
 41428.917 138.669 137.748 135.765 133.874 133.742 138.037 137.807 136.733 135.472 138.410 137.271 137.916 143.138 137.787 137.241 135.928
 41428.937 138.667 137.747 135.766 133.879 133.747 138.035 137.806 136.732 135.474 138.408 137.270 137.915 143.138 137.787 137.241 135.930
 41428.958 138.665 137.745 135.766 133.883 133.753 138.034 137.805 136.731 135.474 138.407 137.269 137.914 143.138 137.787 137.241 135.930
 41428.979 138.663 137.744 135.766 133.887 133.757 138.032 137.803 136.730 135.474 138.405 137.268 137.912 143.138 137.787 137.241 135.929
 41429.000 138.664 137.745 135.767 133.903 133.777 138.033 137.804 136.731 135.476 138.406 137.269 137.913 143.138 137.787 137.241 135.929
 41429.021 138.669 137.748 135.773 133.932 133.810 138.037 137.807 136.734 135.484 138.410 137.272 137.916 143.138 137.787 137.241 135.933
 41429.042 138.674 137.752 135.782 133.963 133.843 138.041 137.811 136.738 135.497 138.414 137.276 137.920 143.138 137.787 137.241 135.940
 41429.062 138.679 137.756 135.791 133.995 133.877 138.046 137.815 136.743 135.511 138.418 137.279 137.924 143.138 137.787 137.241 135.949
 41429.083 138.684 137.760 135.803 134.026 133.910 138.050 137.819 136.747 135.529 138.423 137.284 137.929 143.139 137.787 137.241 135.960
 41429.104 138.689 137.764 135.820 134.057 133.943 138.055 137.823 136.753 135.552 138.428 137.288 137.933 143.138 137.787 137.241 135.974
 41429.125 138.692 137.768 135.839 134.077 133.963 138.059 137.827 136.760 135.577 138.431 137.293 137.937 143.138 137.787 137.241 135.994
 41429.146 138.694 137.770 135.853 134.083 133.967 138.061 137.830 136.767 135.594 138.434 137.296 137.939 143.138 137.787 137.241 136.012
 41429.167 138.696 137.772 135.859 134.088 133.973 138.063 137.832 136.771 135.602 138.435 137.299 137.941 143.138 137.787 137.241 136.021
 41429.187 138.697 137.774 135.864 134.093 133.978 138.065 137.833 136.775 135.607 138.437 137.301 137.943 143.138 137.787 137.241 136.026
 41429.208 138.699 137.776 135.867 134.098 133.983 138.066 137.835 136.778 135.612 138.438 137.303 137.944 143.138 137.787 137.241 136.030
 41429.229 138.700 137.777 135.871 134.102 133.988 138.068 137.836 136.780 135.617 138.440 137.305 137.946 143.138 137.787 137.241 136.033
 41429.250 138.696 137.775 135.873 134.118 134.006 138.065 137.834 136.781 135.621 138.437 137.304 137.943 143.138 137.787 137.241 136.037
 41429.271 138.687 137.769 135.875 134.145 134.038 138.058 137.828 136.777 135.625 138.429 137.299 137.937 143.138 137.787 137.241 136.038
 41429.292 138.678 137.763 135.877 134.174 134.069 138.050 137.821 136.773 135.629 138.421 137.294 137.930 143.138 137.787 137.241 136.039
 41429.312 138.668 137.756 135.878 134.203 134.101 138.042 137.815 136.769 135.634 138.412 137.288 137.922 143.138 137.787 137.241 136.040
 41429.333 138.659 137.749 135.880 134.232 134.133 138.035 137.808 136.765 135.639 138.404 137.283 137.915 143.138 137.787 137.241 136.042
