"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.493   130.548  2554.555   350.460     5.729   355.178     7.192      1184
    30.493   130.794  2640.807   351.868     5.733   356.669     7.404      1184
    30.493   131.039  2727.406   353.299     5.825   358.183     7.615      1184
    30.493   131.285  2814.493   356.335    12.360   361.273     7.790      1184
    30.493   131.531  2902.224   358.660     9.467   363.889     7.976      1184
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.393   117.456     1.647    15.407     0.000    15.448     0.107      1183
    30.393   117.742     8.351    28.808    23.922    28.932     0.289      1183
    30.393   118.028    17.659    36.024    25.231    36.261     0.487      1183
    30.393   118.314    28.864    42.200    21.597    42.571     0.678      1183
    30.393   118.600    41.745    47.674    19.137    48.189     0.866      1183
    30.393   118.886    56.062    52.315    16.227    52.988     1.058      1183
    30.393   119.172    71.665    56.861    15.894    57.694     1.242      1183
    30.393   119.458    88.612    61.578    16.491    62.562     1.416      1183
    30.393   119.744   107.275    67.259    19.863    68.354     1.569      1183
    30.393   120.030   126.755    68.944     5.892    70.137     1.807      1183
    30.393   120.316   146.706    70.570     5.685    71.862     2.041      1183
    30.393   120.602   167.109    72.129     5.450    73.523     2.273      1183
    30.393   120.888   187.965    73.706     5.516    75.201     2.499      1183
    30.393   121.174   210.130    84.102    36.349    85.721     2.451      1183
    30.393   121.460   235.647    93.866    34.137    95.663     2.463      1183
    30.393   121.746   263.201    98.482    16.138   100.477     2.620      1183
    30.393   122.032   291.965   102.681    14.683   104.889     2.784      1183
    30.393   122.318   322.063   108.373    19.899   110.788     2.907      1183
    30.393   122.604   354.433   118.612    35.801   121.221     2.924      1183
    30.393   122.890   389.877   130.107    40.192   132.916     2.933      1183
    30.393   123.176   428.720   142.196    42.268   145.209     2.952      1183
    30.393   123.462   471.214   155.592    46.837   158.807     2.967      1183
    30.393   123.748   517.785   168.546    45.291   171.952     3.011      1183
    30.393   124.034   567.899   179.799    39.347   183.387     3.097      1183
    30.393   124.320   620.128   184.964    18.059   188.747     3.286      1183
    30.393   124.606   673.665   189.434    15.628   193.400     3.483      1183
    30.393   124.892   728.486   193.915    15.667   198.052     3.678      1183
    30.393   125.178   784.589   198.388    15.640   202.695     3.871      1183
    30.393   125.464   841.989   203.128    16.574   207.600     4.056      1183
    30.393   125.750   901.919   220.951    62.314   225.553     3.999      1183
    30.393   126.036   973.220   266.077   157.779   266.077     3.658      1183
    30.393   126.322  1055.861   289.686     5.196   294.504     3.585      1183
    30.393   126.608  1138.925   291.158     5.147   296.083     3.847      1183
    30.393   126.894  1222.410   292.635     5.162   297.667     4.107      1183
    30.393   127.180  1306.320   294.128     5.221   299.266     4.365      1183
    30.393   127.466  1390.656   295.614     5.196   300.858     4.622      1183
    30.393   127.752  1475.416   297.087     5.148   302.438     4.878      1183
    30.393   128.038  1560.596   298.560     5.151   304.018     5.133      1183
    30.393   128.324  1646.200   300.046     5.195   305.610     5.387      1183
    30.393   128.610  1732.226   301.512     5.128   307.185     5.639      1183
    30.393   128.896  1818.672   302.982     5.137   308.761     5.890      1183
    30.393   129.182  1905.537   304.443     5.110   310.331     6.140      1183
    30.393   129.468  1992.818   305.892     5.064   311.888     6.390      1183
    30.393   129.754  2080.518   307.372     5.177   313.476     6.637      1183
    30.393   130.040  2168.641   308.851     5.171   315.061     6.883      1183
    30.393   130.326  2257.186   310.313     5.111   316.631     7.129      1183
    30.393   130.612  2346.147   311.779     5.128   318.205     7.373      1183
    30.393   130.898  2435.531   313.253     5.152   319.786     7.616      1183
    30.393   131.185  2525.455   316.159    10.162   322.773     7.824      1183
    30.393   131.471  2616.107   318.100     6.785   325.048     8.048      1183
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.293   116.188     2.592    12.267     0.000    12.291     0.211      1182
    30.293   116.496     7.083    16.557    20.138    16.626     0.426      1182
    30.293   116.805    12.638    19.384     9.172    19.521     0.647      1182
    30.293   117.113    18.986    21.725     7.597    21.944     0.865      1182
    30.293   117.421    26.007    23.810     6.763    24.121     1.078      1182
    30.293   117.729    33.640    25.708     6.161    26.122     1.288      1182
    30.293   118.037    41.856    27.608     6.162    28.124     1.488      1182
    30.293   118.346    50.666    29.636     6.582    30.248     1.675      1182
    30.293   118.654    60.159    32.076     7.917    32.766     1.836      1182
    30.293   118.962    70.454    34.695     8.498    35.457     1.987      1182
    30.293   119.270    81.552    37.333     8.558    38.169     2.137      1182
    30.293   119.579    93.478    40.099     8.975    41.008     2.279      1182
    30.293   119.887   106.305    43.839    12.132    44.820     2.372      1182
    30.293   120.195   123.433    65.112    69.021    65.112     1.896      1182
    30.293   120.503   145.600    77.852    36.155    79.073     1.841      1182
    30.293   120.811   172.209    93.032    49.251    94.393     1.824      1182
    30.293   121.120   202.453   104.022    35.658   105.583     1.917      1182
    30.293   121.428   236.870   119.063    48.800   120.851     1.960      1182
    30.293   121.736   276.008   134.842    51.194   136.908     2.016      1182
    30.293   122.044   320.757   152.182    56.259   154.516     2.076      1182
    30.293   122.352   368.423   157.116    16.010   159.715     2.307      1182
    30.293   122.661   417.689   162.330    16.918   165.189     2.529      1182
    30.293   122.969   468.393   166.649    14.010   169.776     2.759      1182
    30.293   123.277   520.574   172.564    19.191   175.956     2.959      1182
    30.293   123.585   574.484   177.194    15.024   180.857     3.176      1182
    30.293   123.894   630.123   185.537    27.068   189.460     3.326      1182
    30.293   124.202   689.884   202.277    54.315   206.429     3.342      1182
    30.293   124.510   753.119   207.411    16.655   211.778     3.556      1182
    30.293   124.818   817.627   211.249    12.454   215.839     3.788      1182
    30.293   125.126   883.393   215.612    14.155   220.393     4.008      1182
    30.293   125.435   950.872   222.579    22.606   227.537     4.179      1182
    30.293   125.743  1021.500   237.907    49.731   243.036     4.203      1182
    30.293   126.051  1098.704   262.364    79.350   267.624     4.105      1182
    30.293   126.359  1179.806   263.906     5.003   269.285     4.381      1182
    30.293   126.667  1261.383   265.448     5.003   270.945     4.655      1182
    30.293   126.976  1343.435   266.990     5.003   272.606     4.928      1182
    30.293   127.284  1425.961   268.521     4.967   274.256     5.199      1182
    30.293   127.592  1508.958   270.049     4.956   275.904     5.469      1182
    30.293   127.900  1592.428   271.591     5.003   277.564     5.737      1182
    30.293   128.209  1676.374   273.133     5.003   279.225     6.004      1182
    30.293   128.517  1760.793   274.660     4.956   280.872     6.269      1182
    30.293   128.825  1845.681   276.177     4.922   282.510     6.533      1182
    30.293   129.133  1931.033   277.675     4.859   284.129     6.796      1182
    30.293   129.441  2016.849   279.193     4.925   285.768     7.058      1182
    30.293   129.750  2103.134   280.704     4.905   287.400     7.318      1182
    30.293   130.058  2189.882   282.203     4.862   289.021     7.577      1182
    30.293   130.366  2277.094   283.725     4.939   290.663     7.834      1182
    30.293   130.674  2364.776   285.234     4.897   292.293     8.090      1182
    30.293   130.982  2453.137   288.254     9.799   295.394     8.305      1182
    30.293   131.291  2542.365   290.740     8.064   298.159     8.527      1182
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.193   117.746     2.600    15.448     0.000    15.460     0.168      1181
    30.193   118.021     7.933    22.771    20.194    22.804     0.348      1181
    30.193   118.297    15.028    28.491    20.754    28.551     0.526      1181
    30.193   118.572    23.602    33.716    18.958    33.805     0.698      1181
    30.193   118.848    33.629    39.125    19.623    39.241     0.857      1181
    30.193   119.124    45.241    45.375    22.678    45.518     0.994      1181
    30.193   119.399    58.635    51.779    23.237    51.949     1.129      1181
    30.193   119.675    73.835    58.737    25.244    58.934     1.253      1181
    30.193   119.951    90.851    64.609    21.304    64.837     1.401      1181
    30.193   120.226   109.173    68.180    12.956    68.453     1.595      1181
    30.193   120.502   128.288    70.495     8.401    70.835     1.811      1181
    30.193   120.777   148.006    72.595     7.619    73.010     2.027      1181
    30.193   121.053   168.292    74.598     7.269    75.091     2.241      1181
    30.193   121.329   197.298   111.746   134.784   111.746     1.766      1181
    30.193   121.604   237.006   155.987   103.124   156.651     1.513      1181
    30.193   121.880   282.232   174.340    66.589   175.106     1.612      1181
    30.193   122.155   331.748   182.694    30.308   183.582     1.807      1181
    30.193   122.431   382.829   188.126    19.709   189.140     2.024      1181
    30.193   122.707   435.466   193.592    19.833   194.733     2.236      1181
    30.193   122.982   489.539   198.826    18.989   200.113     2.446      1181
    30.193   123.258   545.072   204.096    19.123   205.535     2.652      1181
    30.193   123.533   601.965   208.891    17.398   210.496     2.860      1181
    30.193   123.809   660.332   214.374    19.894   216.140     3.055      1181
    30.193   124.085   720.038   219.407    18.261   221.341     3.253      1181
    30.193   124.360   781.905   232.201    46.420   234.288     3.337      1181
    30.193   124.636   848.097   242.054    35.750   244.263     3.472      1181
    30.193   124.912   914.988   243.344     4.679   245.667     3.725      1181
    30.193   125.187   982.234   244.631     4.672   247.069     3.976      1181
    30.193   125.463  1049.835   245.919     4.672   248.471     4.225      1181
