"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157"
 41439.562 124.339 124.002 123.643 123.450 123.538 124.409 124.586 124.825 125.083 125.207 125.306
 41439.583 124.338 124.001 123.643 123.450 123.538 124.407 124.584 124.823 125.080 125.204 125.303
 41439.604 124.336 124.000 123.642 123.450 123.537 124.405 124.581 124.820 125.077 125.200 125.299
 41439.625 124.333 123.998 123.641 123.450 123.537 124.402 124.578 124.816 125.072 125.195 125.293
 41439.646 124.329 123.995 123.640 123.450 123.536 124.398 124.573 124.810 125.066 125.189 125.287
 41439.667 124.326 123.993 123.638 123.450 123.535 124.394 124.569 124.805 125.060 125.182 125.280
 41439.687 124.322 123.990 123.637 123.450 123.534 124.391 124.565 124.800 125.054 125.176 125.274
 41439.708 124.319 123.988 123.635 123.450 123.534 124.387 124.561 124.796 125.049 125.171 125.268
 41439.729 124.316 123.986 123.634 123.450 123.533 124.385 124.558 124.792 125.045 125.167 125.264
 41439.750 124.315 123.984 123.634 123.450 123.533 124.383 124.556 124.790 125.042 125.164 125.261
 41439.771 124.315 123.984 123.634 123.450 123.533 124.383 124.556 124.790 125.043 125.165 125.262
 41439.792 124.318 123.986 123.634 123.450 123.533 124.386 124.560 124.795 125.049 125.171 125.269
 41439.812 124.323 123.990 123.636 123.450 123.534 124.392 124.566 124.802 125.058 125.181 125.279
 41439.833 124.330 123.995 123.639 123.450 123.535 124.399 124.574 124.812 125.069 125.193 125.292
 41439.854 124.337 124.001 123.642 123.450 123.537 124.407 124.584 124.824 125.082 125.207 125.307
 41439.875 124.346 124.007 123.645 123.450 123.539 124.416 124.595 124.837 125.097 125.223 125.323
 41439.896 124.355 124.014 123.649 123.450 123.541 124.425 124.605 124.849 125.111 125.238 125.339
 41439.917 124.361 124.019 123.652 123.450 123.542 124.432 124.613 124.858 125.121 125.248 125.349
 41439.937 124.365 124.022 123.653 123.450 123.543 124.435 124.616 124.862 125.126 125.252 125.354
 41439.958 124.365 124.022 123.654 123.450 123.544 124.436 124.617 124.863 125.127 125.254 125.355
 41439.979 124.365 124.022 123.653 123.450 123.544 124.436 124.617 124.863 125.126 125.253 125.354
 41440.000 124.364 124.021 123.653 123.450 123.543 124.434 124.615 124.861 125.124 125.250 125.351
 41440.021 124.362 124.019 123.652 123.450 123.543 124.432 124.613 124.858 125.121 125.247 125.348
 41440.042 124.360 124.018 123.651 123.450 123.543 124.430 124.611 124.855 125.118 125.244 125.344
 41440.062 124.358 124.017 123.651 123.450 123.542 124.428 124.608 124.852 125.114 125.240 125.341
 41440.083 124.356 124.015 123.650 123.450 123.542 124.427 124.606 124.850 125.112 125.237 125.338
 41440.104 124.355 124.014 123.649 123.450 123.541 124.425 124.604 124.848 125.109 125.234 125.335
 41440.125 124.353 124.013 123.649 123.450 123.541 124.423 124.602 124.845 125.106 125.231 125.331
 41440.146 124.351 124.011 123.648 123.450 123.541 124.421 124.599 124.841 125.102 125.227 125.327
 41440.167 124.348 124.009 123.647 123.450 123.540 124.418 124.596 124.838 125.098 125.223 125.322
 41440.187 124.346 124.008 123.646 123.450 123.539 124.416 124.594 124.835 125.094 125.219 125.318
 41440.208 124.344 124.006 123.645 123.450 123.539 124.414 124.591 124.832 125.091 125.215 125.314
 41440.229 124.342 124.005 123.644 123.450 123.539 124.412 124.589 124.829 125.087 125.212 125.311
 41440.250 124.340 124.003 123.643 123.450 123.538 124.410 124.586 124.826 125.084 125.208 125.307
 41440.271 124.338 124.001 123.643 123.450 123.538 124.407 124.584 124.822 125.080 125.204 125.302
 41440.292 124.334 123.999 123.641 123.450 123.537 124.403 124.579 124.817 125.073 125.196 125.295
 41440.312 124.328 123.995 123.639 123.450 123.536 124.397 124.572 124.809 125.063 125.186 125.284
 41440.333 124.322 123.990 123.637 123.450 123.535 124.390 124.564 124.799 125.052 125.174 125.271
 41440.354 124.314 123.984 123.634 123.450 123.533 124.382 124.555 124.788 125.040 125.161 125.257
 41440.375 124.307 123.979 123.631 123.450 123.531 124.374 124.546 124.777 125.027 125.147 125.243
 41440.396 124.300 123.973 123.628 123.450 123.530 124.367 124.538 124.768 125.016 125.136 125.232
 41440.417 124.295 123.970 123.626 123.450 123.529 124.362 124.532 124.761 125.009 125.129 125.224
 41440.437 124.292 123.968 123.625 123.450 123.528 124.359 124.529 124.757 125.005 125.125 125.220
 41440.458 124.291 123.967 123.625 123.450 123.528 124.358 124.527 124.756 125.003 125.122 125.217
 41440.479 124.291 123.967 123.625 123.450 123.528 124.358 124.527 124.755 125.003 125.122 125.217
 41440.500 124.291 123.967 123.625 123.450 123.528 124.358 124.528 124.756 125.004 125.123 125.218
 41440.521 124.292 123.968 123.625 123.450 123.528 124.360 124.529 124.758 125.006 125.125 125.221
 41440.542 124.294 123.969 123.626 123.450 123.528 124.361 124.531 124.760 125.008 125.128 125.223
 41440.562 124.295 123.970 123.626 123.450 123.529 124.363 124.533 124.762 125.010 125.130 125.226
 41440.583 124.296 123.971 123.627 123.450 123.529 124.364 124.534 124.764 125.013 125.133 125.228
 41440.604 124.297 123.972 123.627 123.450 123.529 124.365 124.535 124.765 125.014 125.134 125.229
 41440.625 124.297 123.971 123.627 123.450 123.529 124.364 124.534 124.764 125.012 125.132 125.227
 41440.646 124.295 123.970 123.627 123.450 123.529 124.362 124.532 124.761 125.009 125.128 125.223
 41440.667 124.292 123.968 123.626 123.450 123.528 124.359 124.529 124.757 125.004 125.124 125.219
 41440.687 124.290 123.966 123.625 123.450 123.528 124.357 124.526 124.753 125.000 125.119 125.214
 41440.708 124.287 123.964 123.624 123.450 123.527 124.354 124.523 124.750 124.997 125.116 125.210
 41440.729 124.286 123.963 123.623 123.450 123.527 124.353 124.522 124.749 124.995 125.114 125.209
 41440.750 124.287 123.964 123.623 123.450 123.527 124.355 124.524 124.751 124.999 125.118 125.213
 41440.771 124.291 123.967 123.625 123.450 123.528 124.359 124.528 124.757 125.005 125.125 125.220
 41440.792 124.295 123.970 123.626 123.450 123.529 124.362 124.532 124.762 125.010 125.130 125.226
 41440.812 124.297 123.971 123.627 123.450 123.529 124.364 124.534 124.764 125.013 125.133 125.228
 41440.833 124.297 123.972 123.627 123.450 123.529 124.364 124.534 124.764 125.012 125.132 125.228
 41440.854 124.295 123.970 123.627 123.450 123.529 124.362 124.532 124.761 125.009 125.128 125.223
 41440.875 124.291 123.967 123.625 123.450 123.528 124.358 124.527 124.754 125.001 125.120 125.214
 41440.896 124.284 123.962 123.623 123.450 123.527 124.351 124.519 124.745 124.990 125.108 125.202
 41440.917 124.277 123.957 123.620 123.450 123.526 124.344 124.511 124.735 124.979 125.097 125.190
 41440.937 124.272 123.953 123.618 123.450 123.524 124.338 124.505 124.728 124.971 125.089 125.182
 41440.958 124.269 123.951 123.617 123.450 123.524 124.335 124.501 124.723 124.966 125.083 125.176
 41440.979 124.267 123.949 123.616 123.450 123.523 124.333 124.499 124.722 124.964 125.081 125.174
 41441.000 124.268 123.950 123.617 123.450 123.523 124.334 124.500 124.723 124.966 125.084 125.177
 41441.021 124.271 123.952 123.618 123.450 123.524 124.337 124.504 124.727 124.971 125.089 125.182
 41441.042 124.273 123.954 123.619 123.450 123.524 124.339 124.506 124.730 124.974 125.092 125.185
 41441.062 124.273 123.954 123.619 123.450 123.525 124.340 124.506 124.730 124.974 125.091 125.185
 41441.083 124.272 123.953 123.618 123.450 123.524 124.338 124.504 124.728 124.971 125.088 125.181
 41441.104 124.269 123.951 123.617 123.450 123.524 124.335 124.501 124.724 124.966 125.083 125.176
 41441.125 124.265 123.949 123.616 123.450 123.523 124.331 124.497 124.719 124.960 125.077 125.169
 41441.146 124.262 123.946 123.615 123.450 123.522 124.328 124.493 124.714 124.955 125.072 125.164
 41441.167 124.262 123.945 123.614 123.450 123.522 124.327 124.493 124.715 124.956 125.073 125.166
 41441.187 124.265 123.948 123.615 123.450 123.523 124.331 124.497 124.720 124.963 125.080 125.174
 41441.208 124.272 123.953 123.618 123.450 123.524 124.338 124.505 124.730 124.974 125.092 125.186
 41441.229 124.280 123.959 123.621 123.450 123.525 124.347 124.515 124.741 124.987 125.106 125.201
 41441.250 124.287 123.964 123.623 123.450 123.527 124.354 124.523 124.750 124.998 125.117 125.212
 41441.271 124.291 123.967 123.625 123.450 123.528 124.358 124.528 124.756 125.004 125.123 125.218
 41441.292 124.292 123.968 123.626 123.450 123.528 124.360 124.529 124.757 125.005 125.124 125.219
 41441.312 124.291 123.967 123.625 123.450 123.528 124.358 124.528 124.756 125.003 125.122 125.217
 41441.333 124.289 123.966 123.624 123.450 123.528 124.356 124.525 124.752 124.998 125.117 125.212
 41441.354 124.287 123.964 123.623 123.450 123.527 124.353 124.522 124.749 124.996 125.115 125.209
 41441.375 124.288 123.964 123.623 123.450 123.527 124.355 124.524 124.752 125.000 125.119 125.214
 41441.396 124.293 123.968 123.625 123.450 123.528 124.360 124.530 124.759 125.008 125.128 125.224
 41441.417 124.297 123.972 123.627 123.450 123.529 124.365 124.535 124.765 125.014 125.134 125.230
 41441.437 124.298 123.973 123.628 123.450 123.530 124.366 124.536 124.766 125.015 125.135 125.230
 41441.458 124.296 123.971 123.627 123.450 123.529 124.364 124.534 124.763 125.011 125.130 125.226
 41441.479 124.291 123.967 123.626 123.450 123.528 124.358 124.527 124.754 125.001 125.119 125.214
 41441.500 124.281 123.960 123.622 123.450 123.527 124.347 124.514 124.739 124.982 125.099 125.192
 41441.521 124.267 123.950 123.617 123.450 123.524 124.333 124.498 124.719 124.960 125.076 125.168
 41441.542 124.254 123.940 123.612 123.450 123.521 124.319 124.483 124.701 124.939 125.054 125.145
 41441.562 124.243 123.932 123.608 123.450 123.519 124.307 124.470 124.686 124.922 125.036 125.127
 41441.583 124.234 123.926 123.605 123.450 123.517 124.298 124.459 124.674 124.909 125.022 125.112
 41441.604 124.228 123.922 123.603 123.450 123.516 124.292 124.453 124.667 124.901 125.014 125.104
 41441.625 124.228 123.921 123.603 123.450 123.516 124.292 124.453 124.668 124.903 125.016 125.106
 41441.646 124.233 123.925 123.604 123.450 123.517 124.297 124.459 124.675 124.911 125.025 125.116
 41441.667 124.240 123.930 123.607 123.450 123.518 124.304 124.467 124.684 124.921 125.036 125.127
 41441.687 124.245 123.934 123.609 123.450 123.519 124.310 124.473 124.691 124.929 125.044 125.136
 41441.708 124.249 123.937 123.610 123.450 123.520 124.314 124.478 124.696 124.935 125.051 125.142
 41441.729 124.252 123.939 123.611 123.450 123.520 124.317 124.481 124.700 124.939 125.055 125.147
 41441.750 124.253 123.939 123.612 123.450 123.521 124.318 124.482 124.701 124.940 125.056 125.147
 41441.771 124.252 123.939 123.611 123.450 123.521 124.317 124.481 124.700 124.939 125.054 125.145
 41441.792 124.250 123.938 123.611 123.450 123.520 124.315 124.479 124.698 124.936 125.052 125.143
 41441.812 124.249 123.937 123.610 123.450 123.520 124.314 124.478 124.696 124.934 125.050 125.141
 41441.833 124.248 123.936 123.610 123.450 123.520 124.313 124.477 124.695 124.933 125.048 125.140
 41441.854 124.248 123.936 123.610 123.450 123.520 124.313 124.477 124.695 124.933 125.049 125.140
 41441.875 124.250 123.937 123.610 123.450 123.520 124.315 124.479 124.697 124.937 125.052 125.144
 41441.896 124.253 123.939 123.611 123.450 123.520 124.318 124.482 124.702 124.942 125.058 125.150
 41441.917 124.256 123.942 123.613 123.450 123.521 124.321 124.486 124.706 124.946 125.062 125.154
 41441.937 124.258 123.943 123.613 123.450 123.522 124.323 124.488 124.709 124.949 125.065 125.158
 41441.958 124.259 123.944 123.614 123.450 123.522 124.324 124.489 124.710 124.950 125.066 125.159
 41441.979 124.258 123.943 123.614 123.450 123.522 124.324 124.488 124.709 124.949 125.065 125.157
 41442.000 124.255 123.941 123.613 123.450 123.521 124.320 124.484 124.704 124.943 125.058 125.150
 41442.021 124.249 123.937 123.611 123.450 123.520 124.313 124.476 124.694 124.931 125.045 125.136
 41442.042 124.239 123.930 123.607 123.450 123.519 124.303 124.465 124.680 124.915 125.028 125.118
 41442.062 124.228 123.922 123.604 123.450 123.517 124.292 124.452 124.665 124.897 125.010 125.098
 41442.083 124.217 123.914 123.600 123.450 123.515 124.280 124.439 124.649 124.880 124.991 125.079
 41442.104 124.207 123.907 123.597 123.450 123.513 124.270 124.428 124.637 124.866 124.977 125.064
 41442.125 124.202 123.903 123.595 123.450 123.512 124.265 124.423 124.632 124.860 124.971 125.059
 41442.146 124.204 123.904 123.595 123.450 123.512 124.267 124.425 124.635 124.865 124.977 125.065
 41442.167 124.212 123.910 123.598 123.450 123.513 124.275 124.434 124.646 124.877 124.990 125.079
 41442.187 124.221 123.917 123.601 123.450 123.515 124.285 124.445 124.659 124.893 125.006 125.096
 41442.208 124.231 123.924 123.604 123.450 123.516 124.296 124.457 124.672 124.908 125.022 125.113
 41442.229 124.239 123.930 123.607 123.450 123.518 124.304 124.466 124.683 124.920 125.035 125.126
 41442.250 124.243 123.933 123.609 123.450 123.519 124.308 124.470 124.687 124.924 125.038 125.129
 41442.271 124.241 123.931 123.608 123.450 123.519 124.305 124.467 124.683 124.919 125.033 125.123
 41442.292 124.235 123.927 123.606 123.450 123.518 124.299 124.460 124.675 124.909 125.022 125.112
 41442.312 124.228 123.922 123.603 123.450 123.516 124.292 124.453 124.666 124.899 125.012 125.102
 41442.333 124.224 123.918 123.602 123.450 123.515 124.287 124.447 124.660 124.893 125.006 125.095
 41442.354 124.224 123.918 123.601 123.450 123.515 124.288 124.449 124.662 124.896 125.010 125.100
 41442.375 124.233 123.925 123.604 123.450 123.516 124.298 124.460 124.677 124.915 125.030 125.121
 41442.396 124.250 123.937 123.610 123.450 123.519 124.316 124.480 124.701 124.942 125.059 125.152
 41442.417 124.266 123.949 123.616 123.450 123.523 124.333 124.499 124.722 124.966 125.084 125.177
 41442.437 124.277 123.957 123.620 123.450 123.525 124.344 124.511 124.736 124.981 125.100 125.194
 41442.458 124.283 123.961 123.622 123.450 123.526 124.349 124.518 124.744 124.990 125.108 125.203
 41442.479 124.284 123.962 123.623 123.450 123.527 124.351 124.519 124.745 124.990 125.109 125.203
 41442.500 124.279 123.959 123.622 123.450 123.526 124.345 124.512 124.736 124.980 125.097 125.190
 41442.521 124.268 123.951 123.618 123.450 123.524 124.334 124.499 124.721 124.962 125.078 125.170
 41442.542 124.255 123.942 123.613 123.450 123.522 124.321 124.484 124.703 124.942 125.056 125.148
 41442.562 124.243 123.932 123.608 123.450 123.519 124.307 124.469 124.686 124.921 125.035 125.125
 41442.583 124.231 123.924 123.604 123.450 123.517 124.295 124.455 124.669 124.902 125.015 125.104
 41442.604 124.222 123.917 123.601 123.450 123.515 124.285 124.445 124.657 124.889 125.002 125.090
 41442.625 124.220 123.915 123.600 123.450 123.514 124.284 124.444 124.657 124.890 125.003 125.092
 41442.646 124.226 123.920 123.602 123.450 123.515 124.290 124.451 124.666 124.901 125.015 125.105
 41442.667 124.234 123.926 123.605 123.450 123.517 124.299 124.461 124.677 124.913 125.028 125.118
 41442.687 124.240 123.931 123.608 123.450 123.518 124.305 124.467 124.684 124.921 125.036 125.127
 41442.708 124.243 123.933 123.609 123.450 123.519 124.308 124.470 124.687 124.924 125.039 125.130
 41442.729 124.242 123.932 123.608 123.450 123.519 124.307 124.469 124.686 124.922 125.036 125.127
 41442.750 124.237 123.928 123.607 123.450 123.518 124.301 124.462 124.677 124.911 125.025 125.114
 41442.771 124.228 123.922 123.604 123.450 123.517 124.291 124.452 124.664 124.897 125.010 125.099
 41442.792 124.221 123.916 123.601 123.450 123.515 124.284 124.444 124.656 124.888 125.001 125.090
 41442.812 124.220 123.915 123.600 123.450 123.514 124.283 124.443 124.656 124.888 125.001 125.090
 41442.833 124.223 123.918 123.601 123.450 123.515 124.287 124.447 124.660 124.894 125.007 125.097
 41442.854 124.227 123.921 123.603 123.450 123.516 124.292 124.452 124.667 124.901 125.015 125.105
 41442.875 124.232 123.925 123.605 123.450 123.517 124.297 124.458 124.673 124.908 125.022 125.113
 41442.896 124.237 123.928 123.606 123.450 123.518 124.301 124.463 124.679 124.915 125.030 125.120
 41442.917 124.240 123.930 123.607 123.450 123.518 124.305 124.467 124.684 124.921 125.036 125.127
 41442.937 124.243 123.933 123.608 123.450 123.519 124.308 124.471 124.688 124.926 125.041 125.132
 41442.958 124.246 123.934 123.609 123.450 123.519 124.311 124.474 124.692 124.930 125.045 125.136
 41442.979 124.249 123.936 123.610 123.450 123.520 124.314 124.477 124.696 124.935 125.051 125.142
 41443.000 124.254 123.940 123.612 123.450 123.520 124.319 124.484 124.704 124.945 125.061 125.154
 41443.021 124.262 123.946 123.614 123.450 123.522 124.328 124.494 124.716 124.959 125.076 125.169
 41443.042 124.271 123.952 123.618 123.450 123.524 124.337 124.504 124.728 124.972 125.090 125.183
 41443.062 124.277 123.957 123.620 123.450 123.525 124.344 124.511 124.737 124.982 125.100 125.194
 41443.083 124.282 123.961 123.622 123.450 123.526 124.349 124.517 124.743 124.989 125.108 125.203
 41443.104 124.285 123.963 123.623 123.450 123.527 124.352 124.521 124.748 124.994 125.113 125.208
 41443.125 124.286 123.964 123.623 123.450 123.527 124.353 124.521 124.748 124.994 125.113 125.207
 41443.146 124.283 123.962 123.623 123.450 123.527 124.350 124.518 124.744 124.989 125.108 125.202
 41443.167 124.280 123.959 123.621 123.450 123.526 124.346 124.514 124.739 124.984 125.102 125.196
 41443.187 124.277 123.957 123.620 123.450 123.525 124.343 124.511 124.735 124.980 125.098 125.191
 41443.208 124.275 123.955 123.619 123.450 123.525 124.342 124.509 124.733 124.977 125.095 125.189
 41443.229 124.275 123.955 123.619 123.450 123.525 124.341 124.508 124.732 124.976 125.094 125.188
